checked_at,event_id,section_group,min_total_cents,min_prefee_cents,listings,usd_cad_rate,buy_url
2026-06-12T02:56:20+00:00,822802,500 Outfield,5700,4300,17,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-13-2026-toronto-on-rogers-centre/events/68af4f6a613b50d0d600ed74/listings/69f4fed250ae950bcb3cdc8e
2026-06-12T02:56:20+00:00,822802,Baseline Reserved,13700,10400,36,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-13-2026-toronto-on-rogers-centre/events/68af4f6a613b50d0d600ed74/listings/6a2b6a382790d5e61bc27f75
2026-06-12T02:56:20+00:00,822802,Corner Reserved,14700,11200,28,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-13-2026-toronto-on-rogers-centre/events/68af4f6a613b50d0d600ed74/listings/6a2b547e1a3d10e896d3b93f
2026-06-12T02:56:20+00:00,822802,Dugout Reserved,13300,10100,28,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-13-2026-toronto-on-rogers-centre/events/68af4f6a613b50d0d600ed74/listings/6a2b730a97c791990db43c57
2026-06-12T02:56:20+00:00,822802,Home Reserved,16000,12300,24,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-13-2026-toronto-on-rogers-centre/events/68af4f6a613b50d0d600ed74/listings/6a25cfd2d59f5d2efd4dfda1
2026-06-12T02:56:20+00:00,822802,Premium Club,35000,26900,31,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-13-2026-toronto-on-rogers-centre/events/68af4f6a613b50d0d600ed74/listings/6970011e319dd7a7f26892b0
2026-06-12T02:56:20+00:00,822802,Standing Room Only,4300,3200,1,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-13-2026-toronto-on-rogers-centre/events/68af4f6a613b50d0d600ed74/listings/6a2af62f97c791990ddadd6c
2026-06-12T02:56:20+00:00,822802,TD Clubhouse,68600,52700,3,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-13-2026-toronto-on-rogers-centre/events/68af4f6a613b50d0d600ed74/listings/69efcac05d3b4e7cfc7dd0d9
2026-06-12T02:56:20+00:00,822802,TM Lounge,49700,38200,1,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-13-2026-toronto-on-rogers-centre/events/68af4f6a613b50d0d600ed74/listings/6a27457ec4bd23a13671f271
2026-06-12T02:56:20+00:00,822802,Wheelchair,13000,9900,3,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-13-2026-toronto-on-rogers-centre/events/68af4f6a613b50d0d600ed74/listings/6a2224d599548238fdf2543e
2026-06-12T02:56:20+00:00,822801,100 Outfield,8500,6500,27,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a285c4c1580b709a74f0f7a
2026-06-12T02:56:20+00:00,822801,200 Bases,10900,8300,23,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a188da03515883a99d597ec
2026-06-12T02:56:20+00:00,822801,200 Infield,12900,9800,21,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a188d9e6723d0489b26cf90
2026-06-12T02:56:20+00:00,822801,200 Outfield,8700,6600,30,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a188d976723d0489b26cf8b
2026-06-12T02:56:20+00:00,822801,500 Bases,5500,4100,19,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a22d5c899548238fd27498f
2026-06-12T02:56:20+00:00,822801,500 Home Plate,5400,4100,22,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a28ccb31c88115a408d1d47
2026-06-12T02:56:20+00:00,822801,500 Infield,5200,3900,22,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a188d98633935293c84db0f
2026-06-12T02:56:20+00:00,822801,500 Outfield,6300,4700,11,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a188da18e9c93ea5b2ec21c
2026-06-12T02:56:20+00:00,822801,Baseline Reserved,11700,8900,40,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a073d973828919bf033a7f5
2026-06-12T02:56:20+00:00,822801,Corner Reserved,14900,11400,26,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a14ac463828919bf0736bba
2026-06-12T02:56:20+00:00,822801,Dugout Reserved,13300,10100,29,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a249670901479ec0861cd79
2026-06-12T02:56:20+00:00,822801,Home Reserved,15200,11600,21,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a1c3d6d99548238fd601032
2026-06-12T02:56:20+00:00,822801,Premium Club,39500,30300,30,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a1dc0f399548238fd91e162
2026-06-12T02:56:20+00:00,822801,Standing Room Only,4800,3600,1,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a22f2da836c8a1594ccd4ec
2026-06-12T02:56:20+00:00,822801,TD Clubhouse,42100,32300,4,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a08bdce0fcbd28ad13eb1aa
2026-06-12T02:56:20+00:00,822801,TM Lounge,50300,38600,1,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/6a2162d62af4345bb6deeedc
2026-06-12T02:56:20+00:00,822801,Wheelchair,16400,12500,2,1.3993,https://gametime.co/mlb-baseball/yankees-at-blue-jays-tickets/6-14-2026-toronto-on-rogers-centre/events/68af4f68f2def3b1e914a0bb/listings/69dd09bfa0981b03c3becf51
2026-06-12T02:56:20+00:00,822800,100 Outfield,3600,2700,28,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-22-2026-toronto-on-rogers-centre/events/68af4f676e994df60a6a1ea9/listings/6a220a25f01e6506947e124a
2026-06-12T02:56:20+00:00,822800,200 Bases,6200,4600,22,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-22-2026-toronto-on-rogers-centre/events/68af4f676e994df60a6a1ea9/listings/6a188ca82f7c48e526bfdeac
2026-06-12T02:56:20+00:00,822800,200 Infield,8900,6800,21,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-22-2026-toronto-on-rogers-centre/events/68af4f676e994df60a6a1ea9/listings/6a04d0aa3828919bf079a6ef
2026-06-12T02:56:20+00:00,822800,200 Outfield,4000,3000,26,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-22-2026-toronto-on-rogers-centre/events/68af4f676e994df60a6a1ea9/listings/6a220a24f8addf8078d0d566
2026-06-12T02:56:20+00:00,822800,500 Bases,2700,2000,26,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-22-2026-toronto-on-rogers-centre/events/68af4f676e994df60a6a1ea9/listings/6a24bc2699548238fd2af759
2026-06-12T02:56:20+00:00,822800,500 Home Plate,2600,1900,28,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-22-2026-toronto-on-rogers-centre/events/68af4f676e994df60a6a1ea9/listings/6a0b19283828919bf0cc7094
2026-06-12T02:56:20+00:00,822800,500 Infield,2700,2000,24,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-22-2026-toronto-on-rogers-centre/events/68af4f676e994df60a6a1ea9/listings/6a220a26e346584eb67c2023
2026-06-12T02:56:20+00:00,822800,500 Outfield,3000,2200,15,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-22-2026-toronto-on-rogers-centre/events/68af4f676e994df60a6a1ea9/listings/69a4ec90c42be979a85054bc
2026-06-12T02:56:20+00:00,822800,Baseline Reserved,8400,6400,29,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-22-2026-toronto-on-rogers-centre/events/68af4f676e994df60a6a1ea9/listings/6a14721f3828919bf0096352
2026-06-12T02:56:20+00:00,822800,Corner Reserved,6800,5200,24,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-22-2026-toronto-on-rogers-centre/events/68af4f676e994df60a6a1ea9/listings/697286aae7fbadfb8ee4b5f5
2026-06-12T02:56:20+00:00,822800,Dugout Reserved,7600,5700,30,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-22-2026-toronto-on-rogers-centre/events/68af4f676e994df60a6a1ea9/listings/6a188ca406f8e8ef0363e83f
2026-06-12T02:56:20+00:00,822800,Home Reserved,8400,6400,22,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-22-2026-toronto-on-rogers-centre/events/68af4f676e994df60a6a1ea9/listings/6a0e50283828919bf0e74032
2026-06-12T02:56:20+00:00,822800,Premium Club,24000,18400,29,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-22-2026-toronto-on-rogers-centre/events/68af4f676e994df60a6a1ea9/listings/6a123e8ed1545dfdabca620b
2026-06-12T02:56:20+00:00,822800,Standing Room Only,3900,3000,1,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-22-2026-toronto-on-rogers-centre/events/68af4f676e994df60a6a1ea9/listings/6a185ca299548238fddfa4ac
2026-06-12T02:56:20+00:00,822800,TD Clubhouse,31900,24500,4,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-22-2026-toronto-on-rogers-centre/events/68af4f676e994df60a6a1ea9/listings/69f204215d3b4e7cfc5cdcea
2026-06-12T02:56:20+00:00,822799,100 Outfield,4900,3700,30,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/6a1f7a0d1ee9fd686ae07afe
2026-06-12T02:56:20+00:00,822799,200 Bases,7200,5500,25,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/6a27787099548238fd496c87
2026-06-12T02:56:20+00:00,822799,200 Infield,8700,6600,23,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/6a04d0aa3828919bf079a6e1
2026-06-12T02:56:20+00:00,822799,200 Outfield,5900,4500,30,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/6994b1447f68d3e8ae550997
2026-06-12T02:56:20+00:00,822799,500 Bases,3000,2200,20,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/69d9038da0981b03c36a39a4
2026-06-12T02:56:20+00:00,822799,500 Home Plate,3000,2300,25,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/69c2a4abf6fbc8b354d56849
2026-06-12T02:56:20+00:00,822799,500 Infield,3300,2400,23,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/697286b9e7fbadfb8ee7ef98
2026-06-12T02:56:20+00:00,822799,500 Outfield,3700,2700,15,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/6a297f0c99548238fd640a7d
2026-06-12T02:56:20+00:00,822799,Baseline Reserved,8900,6800,30,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/6a282e5c99548238fd0092ed
2026-06-12T02:56:20+00:00,822799,Corner Reserved,7200,5500,22,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/6a2375e899548238fde063e4
2026-06-12T02:56:20+00:00,822799,Dugout Reserved,8900,6800,29,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/69c5b4f453c05bd1454b06fd
2026-06-12T02:56:20+00:00,822799,Home Reserved,9300,7000,21,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/6a2b53406bfc039481bcb1eb
2026-06-12T02:56:20+00:00,822799,Premium Club,25600,19600,27,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/6a0b19273828919bf0cc3bd7
2026-06-12T02:56:20+00:00,822799,Standing Room Only,3500,2600,1,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/6a15c174612c81e63ccf89fc
2026-06-12T02:56:20+00:00,822799,TD Clubhouse,23800,18200,6,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/69b47607f6fbc8b3544bcb69
2026-06-12T02:56:20+00:00,822799,TM Lounge,100300,77100,1,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/6a1da28e99548238fdc75d3d
2026-06-12T02:56:20+00:00,822799,Wheelchair,59000,45300,1,1.3993,https://gametime.co/mlb-baseball/astros-at-blue-jays-tickets/6-23-2026-toronto-on-rogers-centre/events/68af4f67613b50d0d600ed72/listings/6a21f866f04d33e28efcca3f
2026-06-12T02:56:20+00:00,822797,100 Outfield,5100,3900,30,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/6a179fe250621948c3465c72
2026-06-12T02:56:20+00:00,822797,200 Bases,6800,5200,26,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/69a4ec90c42be979a8505341
2026-06-12T02:56:20+00:00,822797,200 Infield,8800,6700,20,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/69a4ec8ec42be979a85018b0
2026-06-12T02:56:20+00:00,822797,200 Outfield,4700,3500,24,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/6971b1d2319dd7a7f26006e7
2026-06-12T02:56:20+00:00,822797,500 Bases,3000,2200,20,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/6a00ec559e5c236387443462
2026-06-12T02:56:20+00:00,822797,500 Home Plate,3000,2200,23,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/69c04c59f6fbc8b354044fc9
2026-06-12T02:56:20+00:00,822797,500 Infield,3200,2400,25,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/6a23206162ae8c63ccfdfa38
2026-06-12T02:56:20+00:00,822797,500 Outfield,3400,2500,14,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/6986174a80822b968bb1711d
2026-06-12T02:56:20+00:00,822797,Baseline Reserved,8300,6300,31,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/69b1e07b89f0a636ae64a5f6
2026-06-12T02:56:20+00:00,822797,Corner Reserved,6700,5100,27,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/697286b5e7fbadfb8ee741b5
2026-06-12T02:56:20+00:00,822797,Dugout Reserved,8400,6400,30,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/6a1d90457a7ada3d56bb1770
2026-06-12T02:56:20+00:00,822797,Home Reserved,8500,6400,22,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/6a147a2a3828919bf0dbad15
2026-06-12T02:56:20+00:00,822797,Premium Club,23700,18200,27,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/69c56b4f53c05bd145032e3e
2026-06-12T02:56:20+00:00,822797,Standing Room Only,4600,3500,1,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/6a185c9199548238fddc099b
2026-06-12T02:56:20+00:00,822797,TD Clubhouse,36300,27800,7,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/6a06066b3828919bf0f04cfc
2026-06-12T02:56:20+00:00,822797,TM Lounge,89900,69100,1,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/6a1da29999548238fdc9a629
2026-06-12T02:56:20+00:00,822797,Wheelchair,8400,6400,1,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-25-2026-toronto-on-rogers-centre/events/68af4f67ab077556743a9f6e/listings/6a2acc0ada302a5c9e05e57d
2026-06-12T02:56:20+00:00,822796,100 Outfield,10700,8200,26,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/6a2435c1249f733115734fa9
2026-06-12T02:56:20+00:00,822796,200 Bases,12000,9100,22,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/6a2474e499548238fd779205
2026-06-12T02:56:20+00:00,822796,200 Infield,11700,8900,21,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/6a2744163a0a02f6a8feae5f
2026-06-12T02:56:20+00:00,822796,200 Outfield,9300,7100,25,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/6994b1bc7f68d3e8ae6f661b
2026-06-12T02:56:20+00:00,822796,500 Bases,7100,5400,16,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/6a20680699548238fd7e3d22
2026-06-12T02:56:20+00:00,822796,500 Home Plate,5500,4200,25,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/69c8053c53c05bd145081025
2026-06-12T02:56:20+00:00,822796,500 Infield,5200,3900,21,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/69b0cebe89f0a636aefc0b0d
2026-06-12T02:56:20+00:00,822796,500 Outfield,5800,4400,11,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/6a20680799548238fd7e77b3
2026-06-12T02:56:20+00:00,822796,Baseline Reserved,11900,9100,33,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/6a29ea3c99548238fd657754
2026-06-12T02:56:20+00:00,822796,Corner Reserved,13400,10300,21,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/6a006be29e5c236387be1215
2026-06-12T02:56:20+00:00,822796,Dugout Reserved,14600,11100,29,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/6a18b27e3515883a99d5bedb
2026-06-12T02:56:20+00:00,822796,Home Reserved,14000,10700,21,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/6a18b2873ab1c38d68590375
2026-06-12T02:56:20+00:00,822796,Premium Club,38900,29800,28,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/6a230caa99548238fd1552a2
2026-06-12T02:56:20+00:00,822796,Standing Room Only,4900,3700,1,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/6a2867736b4575cb989d0e35
2026-06-12T02:56:20+00:00,822796,TD Clubhouse,40800,31300,5,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/69efed9c5d3b4e7cfc1a81de
2026-06-12T02:56:20+00:00,822796,TM Lounge,222100,170800,1,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/6a2abfc897c791990d584baa
2026-06-12T02:56:20+00:00,822796,Wheelchair,11900,9100,2,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-26-2026-toronto-on-rogers-centre/events/68af4f6960f33e20f906b845/listings/6a2acb8e9435e22820d60944
2026-06-12T02:56:20+00:00,822794,100 Outfield,12400,9500,28,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-27-2026-toronto-on-rogers-centre/events/68af4f69561870a68b98923e/listings/6a28451399548238fd5f67c8
2026-06-12T02:56:20+00:00,822794,200 Bases,13300,10200,23,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-27-2026-toronto-on-rogers-centre/events/68af4f69561870a68b98923e/listings/69a4ec90c42be979a85056f3
2026-06-12T02:56:20+00:00,822794,200 Infield,12100,9200,23,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-27-2026-toronto-on-rogers-centre/events/68af4f69561870a68b98923e/listings/6a26326f99548238fd340f1d
2026-06-12T02:56:20+00:00,822794,200 Outfield,10800,8200,24,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-27-2026-toronto-on-rogers-centre/events/68af4f69561870a68b98923e/listings/6971b1df319dd7a7f26366ec
2026-06-12T02:56:20+00:00,822794,500 Bases,6600,5000,23,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-27-2026-toronto-on-rogers-centre/events/68af4f69561870a68b98923e/listings/6a029b9a3d523813b3f2642b
2026-06-12T02:56:20+00:00,822794,500 Home Plate,5500,4100,27,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-27-2026-toronto-on-rogers-centre/events/68af4f69561870a68b98923e/listings/69e6b4cc5d3b4e7cfc377a98
2026-06-12T02:56:20+00:00,822794,500 Infield,5600,4300,23,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-27-2026-toronto-on-rogers-centre/events/68af4f69561870a68b98923e/listings/697286bde7fbadfb8ee8dffb
2026-06-12T02:56:20+00:00,822794,500 Outfield,5400,4000,14,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-27-2026-toronto-on-rogers-centre/events/68af4f69561870a68b98923e/listings/69a4ec8ec42be979a8501b07
2026-06-12T02:56:20+00:00,822794,Baseline Reserved,14500,11100,32,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-27-2026-toronto-on-rogers-centre/events/68af4f69561870a68b98923e/listings/6a18ebda16982caecab24489
2026-06-12T02:56:20+00:00,822794,Corner Reserved,14200,10900,21,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-27-2026-toronto-on-rogers-centre/events/68af4f69561870a68b98923e/listings/6a0f73653828919bf03b4a6b
2026-06-12T02:56:20+00:00,822794,Dugout Reserved,14800,11300,30,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-27-2026-toronto-on-rogers-centre/events/68af4f69561870a68b98923e/listings/6a188e2316982caecab1f6a1
2026-06-12T02:56:20+00:00,822794,Home Reserved,14200,10800,26,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-27-2026-toronto-on-rogers-centre/events/68af4f69561870a68b98923e/listings/695d73d423dd69cbf96d7a9b
2026-06-12T02:56:20+00:00,822794,Premium Club,35800,27400,27,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-27-2026-toronto-on-rogers-centre/events/68af4f69561870a68b98923e/listings/69f204955d3b4e7cfc702279
2026-06-12T02:56:20+00:00,822794,Standing Room Only,6900,5200,1,1.3993,https://gametime.co/mlb-baseball/rangers-at-blue-jays-tickets/6-27-2026-toronto-on-rogers-centre/events/68af4f69561870a68b98923e/listings/6a1896c066eb6ee2f4aecca9
