checked_at,event_id,section_group,min_total_cents,min_prefee_cents,listings,usd_cad_rate,buy_url
2026-06-12T11:26:42+00:00,822789,200 Infield,13300,10200,21,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-17-2026-toronto-on-rogers-centre/events/68af4f68bbe8a1f1686b546b/listings/69d2765953c05bd1454ac3a1
2026-06-12T11:26:42+00:00,822789,200 Outfield,9200,7000,17,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-17-2026-toronto-on-rogers-centre/events/68af4f68bbe8a1f1686b546b/listings/6a206b4b99548238fd55a429
2026-06-12T11:26:42+00:00,822789,500 Bases,4800,3600,28,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-17-2026-toronto-on-rogers-centre/events/68af4f68bbe8a1f1686b546b/listings/6a20858e99548238fd2e7f71
2026-06-12T11:26:42+00:00,822789,500 Home Plate,4600,3500,29,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-17-2026-toronto-on-rogers-centre/events/68af4f68bbe8a1f1686b546b/listings/69bd98f3f6fbc8b354813432
2026-06-12T11:26:42+00:00,822789,500 Infield,4700,3500,25,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-17-2026-toronto-on-rogers-centre/events/68af4f68bbe8a1f1686b546b/listings/697286b1e7fbadfb8ee6261d
2026-06-12T11:26:42+00:00,822789,500 Outfield,4600,3400,17,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-17-2026-toronto-on-rogers-centre/events/68af4f68bbe8a1f1686b546b/listings/69a4ec8ac42be979a84faa70
2026-06-12T11:26:42+00:00,822789,Baseline Reserved,13600,10400,28,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-17-2026-toronto-on-rogers-centre/events/68af4f68bbe8a1f1686b546b/listings/69a4ec84c42be979a84ee7ed
2026-06-12T11:26:42+00:00,822789,Corner Reserved,10900,8300,19,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-17-2026-toronto-on-rogers-centre/events/68af4f68bbe8a1f1686b546b/listings/6a21ea4699548238fdd28a90
2026-06-12T11:26:42+00:00,822789,Dugout Reserved,14800,11300,29,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-17-2026-toronto-on-rogers-centre/events/68af4f68bbe8a1f1686b546b/listings/6a189f813c4b114fd41ac617
2026-06-12T11:26:42+00:00,822789,Home Reserved,14700,11300,23,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-17-2026-toronto-on-rogers-centre/events/68af4f68bbe8a1f1686b546b/listings/6a189f87226431b0aff5778e
2026-06-12T11:26:42+00:00,822789,Premium Club,33100,25400,23,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-17-2026-toronto-on-rogers-centre/events/68af4f68bbe8a1f1686b546b/listings/69ea9d115d3b4e7cfc30f92a
2026-06-12T11:26:42+00:00,822789,TD Clubhouse,39000,29900,6,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-17-2026-toronto-on-rogers-centre/events/68af4f68bbe8a1f1686b546b/listings/6a0f8be33828919bf09ef34b
2026-06-12T11:26:42+00:00,822789,TM Lounge,129700,99700,1,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-17-2026-toronto-on-rogers-centre/events/68af4f68bbe8a1f1686b546b/listings/6a29727a99548238fd6ab76f
2026-06-12T11:26:42+00:00,822786,100 Outfield,9800,7500,29,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-19-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5472/listings/6a18a7ba7f4f250989d85473
2026-06-12T11:26:42+00:00,822786,200 Bases,13200,10000,21,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-19-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5472/listings/6a18a7c4e23a3f0735aa4399
2026-06-12T11:26:42+00:00,822786,200 Infield,14400,11000,21,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-19-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5472/listings/6a1a4b7fbd395b507fbb6e6e
2026-06-12T11:26:42+00:00,822786,200 Outfield,10600,8100,23,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-19-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5472/listings/6994b18e7f68d3e8ae655538
2026-06-12T11:26:42+00:00,822786,500 Bases,6200,4700,16,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-19-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5472/listings/6971b3c0319dd7a7f2cf5f26
2026-06-12T11:26:42+00:00,822786,500 Home Plate,5600,4200,28,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-19-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5472/listings/6a20886099548238fdc9d112
2026-06-12T11:26:42+00:00,822786,500 Infield,6200,4700,20,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-19-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5472/listings/6996c6657f68d3e8ae6f0752
2026-06-12T11:26:42+00:00,822786,500 Outfield,6200,4700,7,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-19-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5472/listings/69a4ec86c42be979a84f217c
2026-06-12T11:26:42+00:00,822786,Baseline Reserved,15100,11600,35,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-19-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5472/listings/6a18a7bf7f4f250989d8547a
2026-06-12T11:26:42+00:00,822786,Corner Reserved,14500,11100,19,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-19-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5472/listings/697286a8e7fbadfb8ee43b8f
2026-06-12T11:26:42+00:00,822786,Dugout Reserved,15100,11500,28,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-19-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5472/listings/69c5b4f453c05bd1454b0a57
2026-06-12T11:26:42+00:00,822786,Home Reserved,14700,11200,21,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-19-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5472/listings/69fc1f8350ae950bcb1aaccc
2026-06-12T11:26:42+00:00,822786,Premium Club,32000,24600,22,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-19-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5472/listings/69f204955d3b4e7cfc702523
2026-06-12T11:26:42+00:00,822786,TD Clubhouse,29700,22700,5,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-19-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5472/listings/69b48f6ef6fbc8b354324b28
2026-06-12T11:26:42+00:00,822786,TM Lounge,57700,44300,1,1.3993,https://gametime.co/mlb-baseball/white-sox-at-blue-jays-tickets/7-19-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5472/listings/6a29edbe99548238fd47bcfe
2026-06-12T11:26:42+00:00,822788,100 Outfield,7700,5800,25,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-20-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705d/listings/6a18b365a8b5976479ca3f74
2026-06-12T11:26:42+00:00,822788,200 Bases,9100,6900,25,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-20-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705d/listings/69a4ec8ac42be979a84fa1bd
2026-06-12T11:26:42+00:00,822788,200 Infield,10900,8300,22,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-20-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705d/listings/6a0f44c13828919bf002344b
2026-06-12T11:26:42+00:00,822788,200 Outfield,7700,5800,22,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-20-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705d/listings/6a18b366cefa644cdb0e6f14
2026-06-12T11:26:42+00:00,822788,500 Bases,5400,4100,20,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-20-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705d/listings/6a25712c99548238fd67c12b
2026-06-12T11:26:42+00:00,822788,500 Home Plate,3900,2900,29,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-20-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705d/listings/69e2cf465d3b4e7cfc8d7920
2026-06-12T11:26:42+00:00,822788,500 Infield,3900,2900,29,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-20-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705d/listings/697286bbe7fbadfb8ee85977
2026-06-12T11:26:42+00:00,822788,500 Outfield,4600,3400,22,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-20-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705d/listings/6a2b0b7597c791990d912083
2026-06-12T11:26:42+00:00,822788,Baseline Reserved,11300,8600,33,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-20-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705d/listings/69a4ec8ac42be979a84f9fa8
2026-06-12T11:26:42+00:00,822788,Corner Reserved,9300,7100,25,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-20-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705d/listings/697286b5e7fbadfb8ee740b2
2026-06-12T11:26:42+00:00,822788,Dugout Reserved,15200,11600,26,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-20-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705d/listings/6a18b365c86e9a91025a3b1a
2026-06-12T11:26:42+00:00,822788,Home Reserved,15200,11600,19,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-20-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705d/listings/6a06066c3828919bf0f0ad07
2026-06-12T11:26:42+00:00,822788,Premium Club,30500,23400,17,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-20-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705d/listings/69b0862289f0a636ae501b66
2026-06-12T11:26:42+00:00,822788,TD Clubhouse,29000,22200,6,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-20-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705d/listings/69b48f39f6fbc8b354291b22
2026-06-12T11:26:42+00:00,822788,TM Lounge,57700,44300,1,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-20-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705d/listings/6a29ec5299548238fde7c1e5
2026-06-12T11:26:42+00:00,822787,100 Outfield,6500,4900,30,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-21-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705c/listings/6a235d189b071d04bda7e5a4
2026-06-12T11:26:42+00:00,822787,200 Bases,8200,6200,24,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-21-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705c/listings/6a18b27c2f7c48e526c00721
2026-06-12T11:26:42+00:00,822787,200 Infield,10200,7800,21,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-21-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705c/listings/6a0f44c13828919bf00234b0
2026-06-12T11:26:42+00:00,822787,200 Outfield,6200,4700,23,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-21-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705c/listings/692f09804c87f865d06aa71f
2026-06-12T11:26:42+00:00,822787,500 Bases,3800,2800,20,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-21-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705c/listings/6971b2d1319dd7a7f29c0580
2026-06-12T11:26:42+00:00,822787,500 Home Plate,4200,3200,30,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-21-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705c/listings/69bd98f3f6fbc8b3548138c8
2026-06-12T11:26:42+00:00,822787,500 Infield,4000,3000,24,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-21-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705c/listings/69cf0e0353c05bd1450f38da
2026-06-12T11:26:42+00:00,822787,500 Outfield,3600,2700,16,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-21-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705c/listings/69ea72f95d3b4e7cfc92746d
2026-06-12T11:26:42+00:00,822787,Baseline Reserved,12100,9200,36,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-21-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705c/listings/6a276f1599548238fd2c691b
2026-06-12T11:26:42+00:00,822787,Corner Reserved,9700,7400,25,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-21-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705c/listings/69df9deaa0981b03c3b95cc6
2026-06-12T11:26:42+00:00,822787,Dugout Reserved,11900,9000,29,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-21-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705c/listings/697b4c925fa9cbf67f6bd11d
2026-06-12T11:26:42+00:00,822787,Home Reserved,11300,8600,21,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-21-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705c/listings/6a2b684eb67b1300fed6be97
2026-06-12T11:26:42+00:00,822787,Premium Club,30400,23300,23,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-21-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705c/listings/69ea9c7d5d3b4e7cfc110b24
2026-06-12T11:26:42+00:00,822787,TD Clubhouse,31600,24200,6,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-21-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705c/listings/69f204215d3b4e7cfc5cd675
2026-06-12T11:26:42+00:00,822787,TM Lounge,82200,63100,1,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-21-2026-toronto-on-rogers-centre/events/68af4f6a486ac15b7e7f705c/listings/6a1d957399548238fdf8796c
2026-06-12T11:26:42+00:00,822784,100 Outfield,6800,5100,30,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-22-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5471/listings/6a20785e99548238fdee3c25
2026-06-12T11:26:42+00:00,822784,200 Bases,7800,5900,28,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-22-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5471/listings/69f203975d3b4e7cfc41a524
2026-06-12T11:26:42+00:00,822784,200 Infield,8700,6600,24,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-22-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5471/listings/6a18a32566eb6ee2f4aed909
2026-06-12T11:26:42+00:00,822784,200 Outfield,4900,3600,19,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-22-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5471/listings/692f09824c87f865d06b3253
2026-06-12T11:26:42+00:00,822784,500 Bases,3100,2300,23,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-22-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5471/listings/6971b2cf319dd7a7f29ba3bb
2026-06-12T11:26:42+00:00,822784,500 Home Plate,3100,2300,28,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-22-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5471/listings/6a03925e3828919bf0438a89
2026-06-12T11:26:42+00:00,822784,500 Infield,3400,2500,25,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-22-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5471/listings/697286bde7fbadfb8ee8d64f
2026-06-12T11:26:42+00:00,822784,500 Outfield,3400,2500,18,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-22-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5471/listings/69a4ec90c42be979a8504ee6
2026-06-12T11:26:42+00:00,822784,Baseline Reserved,9600,7300,34,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-22-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5471/listings/697286bfe7fbadfb8ee96d43
2026-06-12T11:26:42+00:00,822784,Corner Reserved,7800,5900,23,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-22-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5471/listings/6a24334999548238fdb1bea6
2026-06-12T11:26:42+00:00,822784,Dugout Reserved,11400,8700,27,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-22-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5471/listings/692f075e4c87f865d0f9fa91
2026-06-12T11:26:42+00:00,822784,Home Reserved,11800,9000,21,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-22-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5471/listings/6a18a3277c4d1ab4f1cb4490
2026-06-12T11:26:42+00:00,822784,Premium Club,26700,20400,23,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-22-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5471/listings/69726d9ee7fbadfb8ead82aa
2026-06-12T11:26:42+00:00,822784,TD Clubhouse,29700,22700,5,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-22-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5471/listings/69b48f6bf6fbc8b35431e1ce
2026-06-12T11:26:42+00:00,822784,TM Lounge,121700,93600,1,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-22-2026-toronto-on-rogers-centre/events/68af4f6abbe8a1f1686b5471/listings/6a2ac29897c791990d0eff77
2026-06-12T11:26:42+00:00,822785,100 Outfield,9600,7300,27,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-23-2026-toronto-on-rogers-centre/events/68af4f69515a42e3057fd6fe/listings/69c5a7e353c05bd1456dc08d
2026-06-12T11:26:42+00:00,822785,200 Bases,12000,9100,23,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-23-2026-toronto-on-rogers-centre/events/68af4f69515a42e3057fd6fe/listings/6a2b08a497c791990ddb1622
2026-06-12T11:26:42+00:00,822785,200 Infield,13500,10300,17,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-23-2026-toronto-on-rogers-centre/events/68af4f69515a42e3057fd6fe/listings/6a189759e23a3f0735aa33b8
2026-06-12T11:26:42+00:00,822785,200 Outfield,8900,6800,19,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-23-2026-toronto-on-rogers-centre/events/68af4f69515a42e3057fd6fe/listings/6906d3f19fd9918f9caa9faa
2026-06-12T11:26:42+00:00,822785,500 Bases,6000,4600,10,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-23-2026-toronto-on-rogers-centre/events/68af4f69515a42e3057fd6fe/listings/6994b18e7f68d3e8ae655603
2026-06-12T11:26:42+00:00,822785,500 Home Plate,4900,3700,29,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-23-2026-toronto-on-rogers-centre/events/68af4f69515a42e3057fd6fe/listings/6a0f44c13828919bf00233fc
2026-06-12T11:26:42+00:00,822785,500 Infield,5400,4000,16,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-23-2026-toronto-on-rogers-centre/events/68af4f69515a42e3057fd6fe/listings/697286ace7fbadfb8ee52e0e
2026-06-12T11:26:42+00:00,822785,500 Outfield,5200,3900,10,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-23-2026-toronto-on-rogers-centre/events/68af4f69515a42e3057fd6fe/listings/69a4ec88c42be979a84f67a2
2026-06-12T11:26:42+00:00,822785,Baseline Reserved,14900,11400,30,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-23-2026-toronto-on-rogers-centre/events/68af4f69515a42e3057fd6fe/listings/6a0ca4543828919bf0983fb8
2026-06-12T11:26:42+00:00,822785,Corner Reserved,13300,10200,13,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-23-2026-toronto-on-rogers-centre/events/68af4f69515a42e3057fd6fe/listings/69f36f8a50ae950bcb523fce
2026-06-12T11:26:42+00:00,822785,Dugout Reserved,16000,12200,26,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-23-2026-toronto-on-rogers-centre/events/68af4f69515a42e3057fd6fe/listings/6982330a80822b968bbb1789
2026-06-12T11:26:42+00:00,822785,Home Reserved,16800,12800,18,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-23-2026-toronto-on-rogers-centre/events/68af4f69515a42e3057fd6fe/listings/6a18975650621948c346e011
2026-06-12T11:26:42+00:00,822785,Premium Club,37800,29000,23,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-23-2026-toronto-on-rogers-centre/events/68af4f69515a42e3057fd6fe/listings/69b089e089f0a636ae718f06
2026-06-12T11:26:42+00:00,822785,TD Clubhouse,31000,23700,5,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-23-2026-toronto-on-rogers-centre/events/68af4f69515a42e3057fd6fe/listings/69b49550f6fbc8b35428a675
2026-06-12T11:26:42+00:00,822785,TM Lounge,98000,75300,1,1.3993,https://gametime.co/mlb-baseball/rays-at-blue-jays-tickets/7-23-2026-toronto-on-rogers-centre/events/68af4f69515a42e3057fd6fe/listings/6a2821eb99548238fd17cfda
2026-06-12T11:26:42+00:00,822782,100 Outfield,8500,6400,28,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/7-31-2026-toronto-on-rogers-centre/events/68af4f69a87c28317e965ebc/listings/69bdd671f6fbc8b3546cfe02
2026-06-12T11:26:42+00:00,822782,200 Bases,10300,7800,25,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/7-31-2026-toronto-on-rogers-centre/events/68af4f69a87c28317e965ebc/listings/69a4ec84c42be979a84eecf2
2026-06-12T11:26:42+00:00,822782,200 Infield,12600,9600,18,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/7-31-2026-toronto-on-rogers-centre/events/68af4f69a87c28317e965ebc/listings/6a2b099197c791990d1dcea2
2026-06-12T11:26:42+00:00,822782,200 Outfield,7200,5500,25,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/7-31-2026-toronto-on-rogers-centre/events/68af4f69a87c28317e965ebc/listings/692f09844c87f865d06b747f
2026-06-12T11:26:42+00:00,822782,500 Bases,4100,3000,20,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/7-31-2026-toronto-on-rogers-centre/events/68af4f69a87c28317e965ebc/listings/698a178ca30d668b47770670
2026-06-12T11:26:42+00:00,822782,500 Home Plate,4400,3300,25,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/7-31-2026-toronto-on-rogers-centre/events/68af4f69a87c28317e965ebc/listings/69838b4080822b968be0efe1
2026-06-12T11:26:42+00:00,822782,500 Infield,4400,3300,24,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/7-31-2026-toronto-on-rogers-centre/events/68af4f69a87c28317e965ebc/listings/697286b5e7fbadfb8ee74395
2026-06-12T11:26:42+00:00,822782,500 Outfield,4200,3100,19,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/7-31-2026-toronto-on-rogers-centre/events/68af4f69a87c28317e965ebc/listings/698e2634f0657334703dcf39
2026-06-12T11:26:42+00:00,822782,Baseline Reserved,12900,9800,36,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/7-31-2026-toronto-on-rogers-centre/events/68af4f69a87c28317e965ebc/listings/697286bde7fbadfb8ee8d6da
2026-06-12T11:26:42+00:00,822782,Corner Reserved,10300,7800,25,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/7-31-2026-toronto-on-rogers-centre/events/68af4f69a87c28317e965ebc/listings/697286b3e7fbadfb8ee6ae2d
2026-06-12T11:26:42+00:00,822782,Dugout Reserved,15700,12000,29,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/7-31-2026-toronto-on-rogers-centre/events/68af4f69a87c28317e965ebc/listings/69a0a7b0c42be979a85376c3
2026-06-12T11:26:42+00:00,822782,Home Reserved,15700,12000,22,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/7-31-2026-toronto-on-rogers-centre/events/68af4f69a87c28317e965ebc/listings/6a25b1de976a51b65836a93b
2026-06-12T11:26:42+00:00,822782,Premium Club,39100,30000,28,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/7-31-2026-toronto-on-rogers-centre/events/68af4f69a87c28317e965ebc/listings/6972ae4be7fbadfb8e56d354
2026-06-12T11:26:42+00:00,822782,TD Clubhouse,33400,25600,4,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/7-31-2026-toronto-on-rogers-centre/events/68af4f69a87c28317e965ebc/listings/6a0f8be33828919bf09ef2e7
2026-06-12T11:26:42+00:00,822782,TM Lounge,121700,93600,1,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/7-31-2026-toronto-on-rogers-centre/events/68af4f69a87c28317e965ebc/listings/6a24510199548238fde625b6
2026-06-12T11:26:42+00:00,822781,100 Outfield,12500,9500,29,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/8-1-2026-toronto-on-rogers-centre/events/68af4f693edac2b884b8be71/listings/6a2b099797c791990d1f64b3
2026-06-12T11:26:42+00:00,822781,200 Bases,12600,9600,22,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/8-1-2026-toronto-on-rogers-centre/events/68af4f693edac2b884b8be71/listings/6a28b73099548238fd8f7cfc
2026-06-12T11:26:42+00:00,822781,200 Infield,12900,9800,21,1.3993,https://gametime.co/mlb-baseball/cardinals-at-blue-jays-tickets/8-1-2026-toronto-on-rogers-centre/events/68af4f693edac2b884b8be71/listings/6a14607d3828919bf05eace0
